小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
温馨港湾,会昌第四小学公园路,3室2厅1卫,94.06㎡,南北,中层(共16层),5529元/㎡,52万,温馨港湾3室2厅1卫好楼层一梯两户高性价比
东方胜境,会昌第四小学教育大道,4室2厅2卫,138㎡,南,中层(共7层),8624元/㎡,119万,东方胜境4室2厅2卫
嘉联阳光丽景,会昌第四小学红旗大道338号,5室2厅2卫,165㎡,南北,高层(共7层),3637元/㎡,60万,嘉联阳光丽景6室3厅3卫好楼层
湘湾首府,会昌第四小学富东路,3室2厅2卫,113.5㎡,南北,低层(共21层),5023元/㎡,57万,湘湾  3室2厅2卫诚心出售高性价比
会昌碧桂园,会昌第四小学472县道,4室2厅2卫,129㎡,南,高层(共17层),6512元/㎡,84万,会昌碧桂园4室2厅2卫
华南新城,会昌第四小学汉仙大道,4室2厅2卫,126.81㎡,南,低层(共11层),4732元/㎡,60万,华南新城4室2厅2卫高性价比诚心出售高性价比诚心出售
文园裕景,会昌第四小学红旗大道415号,3室2厅2卫,119.14㎡,南,低层(共11层),4029元/㎡,48万,文园裕景3室2厅2卫  诚心出售 价格可谈
御花园,会昌第四小学士法路,3室2厅2卫,118㎡,南,低层(共28层),4238元/㎡,50万,御花园3室2厅2卫带地下室诚心出售
天玺湾,会昌第四小学新城南一路,5室2厅2卫,153.1㎡,南北,中层(共18层),5618元/㎡,86万,"5房，低价出售！寻找有缘人，
高性价比诚心出售价格可谈好楼层"
金汇中央公园,会昌第四小学九二大道,3室2厅2卫,117.13㎡,南,中层(共17层),5371元/㎡,62.9万,金汇中央公园3室2厅2卫
湘南小区,会昌第四小学湘江大道6号,3室2厅2卫,132㎡,南北,地下(共6层),3228元/㎡,42.6万,湘南小区 汽车站旁楼下农贸市场生活方便价格可谈
天玺湾,会昌第四小学新城南一路,5室2厅2卫,153.35㎡,南北,中层(共18层),5609元/㎡,86万,天玺湾5房，大户型！坐北朝南！户型两梯两户低价出售！
金汇中央公园,会昌第四小学九二大道,3室2厅2卫,117.13㎡,南,中层(共17层),5371元/㎡,62.9万,中央公园品质小区大三房，电梯中高层，小区环境优美，
