小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
阳光龙湾,龙南百易广场仙岩路,3室2厅2卫,112.56㎡,南,高层(共32层),5509元/㎡,62万,阳光龙湾3室2厅2卫好楼层价格可谈诚心出售
奥园迎宾花园,龙南百易广场京珠线,3室2厅2卫,107㎡,南,高层(共19层),5515元/㎡,59万,奥园迎宾花园3室2厅2卫
嘉和半岛,龙南百易广场金虎西路,5室2厅2卫,140.96㎡,南北,中层(共24层),6144元/㎡,86.6万,嘉和半岛5室2厅2卫
中央城,龙南百易广场龙翔大道,3室2厅2卫,111㎡,南,中层(共26层),2018年建造,12343元/㎡,137万,新区万象城旁核心地段三房小区环境好物业好拎包入住 有性价
中央城,龙南百易广场龙翔大道,4室2厅2卫,127.12㎡,南,高层(共32层),2017年建造,11643元/㎡,148万,章江新区精装四房低价出售出价就卖
中央城,龙南百易广场龙翔大道,4室2厅3卫,117.63㎡,南,低层(共20层),2014年建造,11817元/㎡,139万,章江新区 万象城商圈 生态公园旁 中  央城   4房
奥园迎宾花园,龙南百易广场京珠线,5室2厅5卫,327㎡,东,共3层,8196元/㎡,268万,奥园翡翠城欧式独栋别墅 5室2厅5卫
奥园迎宾花园,龙南百易广场京珠线,3室2厅2卫,108㎡,南,中层(共19层),5371元/㎡,58万,奥园迎宾花园3室2厅2卫
汇景新城,龙南百易广场龙翔大道,3室2厅1卫,102㎡,北,高层(共7层),5687元/㎡,58万,汇景新城3室2厅1卫好楼层好楼层价格可谈高性价比
渥江小区,龙南百易广场明珠街,3室2厅2卫,126㎡,南,高层(共7层),5397元/㎡,68万,渥江小区3室2厅2卫
龙泽居,龙南百易广场龙泽路,3室2厅2卫,126.6㎡,南北,低层(共12层),5925元/㎡,75万,龙泽居3室2厅2卫一梯两户诚心出售
奥园帝景城,龙南百易广场马牯塘,6室2厅4卫,205.08㎡,南,共3层,4877元/㎡,100万,龙南镇奥园帝景城独栋别墅6室2厅4卫
