小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
弘乾中茂时代新城,南康广场天街赣南大道,3室2厅2卫,105㎡,南北,高层(共33层),2016年建造,6191元/㎡,65万,赣南大道旁 精装正三房 生活     齐全
美的爱康公园天下,南康工业大道赣南大道,3室2厅1卫,89㎡,南,高层(共32层),2021年建造,7304元/㎡,65万,东山新区美的爱康公园天下三房二厅十二中十二小只售65万
恒大江湾,南康广场天街金赣北大道,5室2厅2卫,135㎡,南北,高层(共19层),2021年建造,7186元/㎡,97万,相聚江湾从此多点温馨邻里往来
红星中央广场,南康广场天街赣南大道,3室2厅2卫,115㎡,南北,低层(共33层),2022年建造,7809元/㎡,89.8万,十二小十二中 红星中央广场 全新豪华精装三室 商圈环绕
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,3室2厅2卫,117㎡,南北,中层(共33层),2020年建造,8026元/㎡,93.9万,七小九中诚售碧桂园117平精装三房两厅
城发东顺园,南康赣南大道赣南大道,3室2厅2卫,123㎡,南,低层(共24层),2018年建造,6098元/㎡,75万,金融中心旁东顺园精装修三房南北通透朝南
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,261.8㎡,南北,低层(共17层),2020年建造,6876元/㎡,180万,碧桂园大平层6房两厅三卫急售
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,144.36㎡,南北,高层(共17层),2020年建造,7551元/㎡,109万,人士成功住宅繁荣生活从此开始
恒大江湾,南康广场天街金赣北大道,5室2厅2卫,135㎡,南北,高层(共19层),2021年建造,7186元/㎡,97万,千亩蓉江湾 城市中芯 滨江美宅 创意4加1 七米南向大阳台
天宏银座,南康南山大道南山大道,3室2厅1卫,81㎡,南,高层(共29层),2019年建造,9334元/㎡,75.6万,四小十一中旁 天宏银座中高层精装修3房2厅 房东诚意出售
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,103㎡,南,低层(共33层),2021年建造,9399元/㎡,96.8万,美的公园天下 精装四房两厅两卫大阳台 视野开阔采光好
龙祥城南花园,南康天马山大道天马山大道,4室2厅3卫,155㎡,南,中层(共26层),2020年建造,8117元/㎡,125.8万,体育公园旁 龙祥城南花园 精装复式大四房  电梯房东边套
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,6室2厅3卫,276㎡,西北,高层(共32层),2021年建造,6848元/㎡,189万,碧桂园大平层单价不到7千 中间楼层视野  棒 带装修
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,89㎡,南,低层(共32层),2018年建造,7731元/㎡,68.8万,房东急售  八小六中  凯旋城精装修大三房瓷砖上墙
宝辉幸福城,南康南水大道南山大道,4室2厅2卫,112.06㎡,南北,中层(共28层),2016年建造,10049元/㎡,112.6万,带产权车位！宝辉幸福城 豪华装修 四房两厅 112.6万！
龙祥城南花园,南康天马山大道天马山大道,4室2厅2卫,89㎡,南北,高层(共34层),2016年建造,11214元/㎡,99.8万,龙祥城南花园精装修4房2厅2卫复式楼
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,142㎡,南北,高层(共18层),2019年建造,7395元/㎡,105万,广场旁 七小九中 碧桂园小洋房精装南北通透4房2厅急售
正源时代,南康南山大道南山大道,5室2厅3卫,160㎡,南,低层(共33层),2016年建造,10500元/㎡,168万,正源时代带院子复式楼 户型方正 七小九中门口 花园小区
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,105㎡,南,高层(共33层),2020年建造,9505元/㎡,99.8万,急售  急售龙湖紫云台，高端小区精装修四房
五星公馆,南康天马山大道天马山大道9号,3室2厅2卫,113㎡,南,高层(共31层),2016年建造,7877元/㎡,89万,南水体育公园旁 南北通透双阳台边套3房 诚意出售 生活便利
恒大江湾,南康广场天街金赣北大道,4室2厅2卫,140㎡,南北,低层(共32层),2021年建造,7715元/㎡,108万,赣南大道 恒大江湾精装4房2厅急售随时看房
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,100㎡,南北,高层(共26层),2020年建造,6200元/㎡,62万,4A景区家居小镇一线瞰江 直接过户 还送个人防车位
佳兴锦园,南康蓝田大道天马山大道,4室2厅2卫,129.31㎡,南,中层(共33层),2021年建造,9018元/㎡,116.6万,佳兴锦园毛坯房 正四房 南北通透户型方正 双阳台四小九中门口
五星公馆,南康天马山大道天马山大道9号,4室2厅2卫,132.43㎡,南北,低层(共11层),2018年建造,10270元/㎡,136万,体育广场旁 五星公馆洋房 精装修南北通透4房2厅 房东诚意出
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,125㎡,南,中层(共30层),2020年建造,8304元/㎡,103.8万,精装4房南北通透双阳台 诚意出售 价格可谈 佳兴品质小区
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143㎡,南,高层(共17层),2020年建造,7343元/㎡,105万,七小九中 碧桂园精装四房 采光好南北通透双阳台
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,142㎡,南北,中层(共31层),2020年建造,8803元/㎡,125万,七小九中 碧桂园边套4房2厅2卫 南北通透 带车位出售
城发东顺园,南康赣南大道赣南大道,3室2厅2卫,125㎡,南,低层(共24层),2020年建造,6080元/㎡,76万,赣南大道 爱情海超市旁 花园小区电梯房 商业配套成熟
弘乾中茂时代新城,南康广场天街赣南大道,4室2厅2卫,121㎡,南北,中层(共33层),2015年建造,6199元/㎡,75万,时代新城 四房两厅两卫 南北通透 视线好 中间楼层 好停车
佳龙太古城,南康和谐大道南山大道,4室2厅2卫,126.29㎡,南北,中层(共32层),2020年建造,6493元/㎡,82万,四小八中 佳龙太古城南北通透4房2厅126平 停车方便
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,5室2厅3卫,206㎡,南北,中层(共29层),2021年建造,8534元/㎡,175.8万,碧桂园精装五房大平层拎包入住  南康 七小旁
红星中央广场,南康广场天街赣南大道,3室2厅2卫,107㎡,南,高层(共32层),2022年建造,8954元/㎡,95.8万,红星中央广场精装三房两厅两卫
弘乾中茂时代新城,南康广场天街赣南大道,4室2厅2卫,127㎡,南北,高层(共32层),2017年建造,5497元/㎡,69.8万,时代新城四房两厅两卫精装修 拎包入住  视线好 大阳台 满二
珑玺湾,南康迎宾中大道金赣北大道,4室2厅2卫,130㎡,南北,低层(共24层),2019年建造,6447元/㎡,83.8万,珑玺湾源直接过户 家具小镇刊江大南北通透四房 送人防车位一个推荐新房
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,101.75㎡,南北,低层(共18层),2022年建造,6271元/㎡,63.8万,家具小镇 北   珑玺湾刊江实景温馨三房 南面朝江买房送车位推荐新房
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,115㎡,南北,低层(共33层),2022年建造,7479元/㎡,86万,南北通透 板楼 双卫生间 商品住宅 精装好房 次新小区
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅2卫,98㎡,南,中层(共18层),2021年建造,6113元/㎡,59.9万,房东吐血出售！60万买高新区三房 中间楼层
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,99㎡,南,中层(共26层),2019年建造,7980元/㎡,79万,北校旁东山新区珑玺湾精装3房2厅急售
恒大江湾,南康广场天街金赣北大道,3室2厅2卫,128㎡,南北,低层(共22层),2022年建造,7000元/㎡,89.6万,筑家恒大江湾生活美满幸福从此开始
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,105㎡,东,低层(共11层),2022年建造,9048元/㎡,95万,美的爱康公园 家具小镇旁 现房4房2厅2卫精装未入住
红星中央广场,南康广场天街赣南大道,4室2厅2卫,115㎡,南北,高层(共33层),2021年建造,8679元/㎡,99.8万,远洋红星天铂四房两厅拎包入住仅售99.8万十二小十二中
恒大江湾,南康广场天街金赣北大道,5室2厅2卫,135㎡,南北,高层(共19层),2021年建造,7186元/㎡,97万,相聚江湾从此多点温馨邻里往来
红星中央广场,南康广场天街赣南大道,3室2厅1卫,96.29㎡,南北,低层(共42层),2022年建造,6855元/㎡,66万,远洋筑建红星安家中央广场生活从此启航
红星中央广场,南康广场天街赣南大道,4室2厅2卫,130㎡,南北,中层(共31层),2021年建造,7616元/㎡,99万,十二小 爱琴海购物中心 红星广场毛坯4房2厅急售
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,102.99㎡,南,低层(共32层),2022年建造,9380元/㎡,96.6万,家居小镇旁 美的一期精装修三房 包室内家具家电出售
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,128㎡,南北,低层(共32层),2022年建造,8204元/㎡,105万,4A景区家居小镇 一线章江 十二中十二小 商圈环绕 咫尺繁华
天骄府,南康广场天街105国道,4室2厅2卫,120㎡,南北,中层(共8层),2019年建造,7417元/㎡,89万,天骄府 四房两厅两卫 南北通透双阳台 得房率高 好停车采光好
红星中央广场,南康广场天街赣南大道,3室2厅2卫,115㎡,南北,高层(共33层),2020年建造,7392元/㎡,85万,急售东边套    好楼层 采光很好 红星三房 有密码看房方便
珑玺湾,南康迎宾中大道金赣北大道,3室2厅2卫,103㎡,南,高层(共24层),2021年建造,8428元/㎡,86.8万,珑玺湾东山新区 北校门口 精装修未入住 人车分流户型方正
绿地城际空间站晶骊,南康赣南大道339省道,3室2厅2卫,97㎡,东南,中层(共18层),2020年建造,6186元/㎡,60万,60万！房东降价急售高铁新区绿地城际空间站3房2厅2卫
红星中央广场,南康广场天街赣南大道,3室2厅2卫,115㎡,南北,低层(共33层),2022年建造,7809元/㎡,89.8万,十二小十二中 红星中央广场 全新豪华精装三室 商圈环绕
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,130㎡,南北,中层(共11层),2019年建造,8462元/㎡,110万,美的洋房 家具小镇旁 户型方正新小区 改善型住宅   即装修
美的爱康公园天下,南康工业大道赣南大道,3室2厅1卫,89㎡,南,高层(共32层),2021年建造,7304元/㎡,65万,东山新区美的爱康公园天下三房二厅十二中十二小只售65万
弘乾中茂时代新城,南康广场天街赣南大道,3室2厅2卫,105㎡,南北,高层(共33层),2016年建造,6191元/㎡,65万,赣南大道旁 精装正三房 生活     齐全
光明财富城,南康广场天街国道105,1室1厅1卫,34㎡,南北,高层(共19层),2008年建造,3824元/㎡,13万,光明财富城 有证一室一厅一厨一卫 采光好 停车方便 电梯房
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,115㎡,南北,高层(共33层),2020年建造,7287元/㎡,83.8万,4A景区家具小镇旁 毛坯3房 南北通透双阳台 视野开阔 现房
恒大江湾,南康广场天街金赣北大道,3室2厅1卫,99㎡,南,高层(共32层),2021年建造,6566元/㎡,65万,金融中心 恒大江湾精装3房2厅急售随时看房
花香美林郡,南康广场天街市场东路,4室2厅2卫,140㎡,南北,中层(共32层),2018年建造,6500元/㎡,91万,赣南大道旁 新交付花园小区   楼层 视野开阔
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,127㎡,南,低层(共33层),2021年建造,9843元/㎡,125万,东山新区爱琴海购物广场旁 美的公园天下精装4房急售
红星中央广场,南康广场天街赣南大道,4室2厅2卫,140㎡,南北,高层(共33层),2022年建造,6786元/㎡,95万,4A景区家居小镇 十二中十二小 四房 视野开阔 一览无余!
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,128㎡,南北,低层(共32层),2020年建造,9844元/㎡,126万,家具小镇美的公园江景房  十二小十二中 豪华装修 南北通透
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,123㎡,东,低层(共11层),2022年建造,8049元/㎡,99万,美的洋房大三房3房2厅2卫123平南北通透带5平方米晒台
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,127㎡,南北,中层(共32层),2021年建造,8347元/㎡,106万,东山新区美的爱康公园天下四房两厅十二中十二小急售106万
红星中央广场,南康广场天街赣南大道,3室2厅2卫,115㎡,南北,低层(共31层),2018年建造,7809元/㎡,89.8万,急售爱琴海购物中心 红星精装修三房 小区人车分流 有密码看房
美的爱康公园天下,南康工业大道赣南大道,3室2厅2卫,136㎡,南,高层(共11层),2019年建造,9192元/㎡,125万,美的南北通透洋房边套 4房2厅2卫 周边配套齐全 全明户型j
接官亭小区,南康广场天街区府后路,4室2厅2卫,120㎡,东,高层(共7层),2009年建造,5484元/㎡,65.8万,夜市街淘宝街旁4房2厅2卫采光通风很好精装修未入住
接官亭小区,南康广场天街区府后路,6室3厅2卫,274㎡,东,共3层,2010年建造,5037元/㎡,138万,夜市街主街 栋房出售 带店面 房东急售6房2卫
接官亭小区,南康广场天街区府后路,4室2厅2卫,126㎡,东,中层(共7层),2011年建造,6096元/㎡,76.8万,接官亭夜市南街4房2厅2卫精装修未入住送车库
五星公馆,南康天马山大道天马山大道9号,4室2厅2卫,143㎡,南,低层(共33层),2014年建造,9511元/㎡,136万,五星公馆四房精装修 南北通透户型方正 带家电家具 花园小区
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,91㎡,南北,高层(共32层),2016年建造,7143元/㎡,65万,亿邦凯旋城 小三居 双卫格局 满五 70年产权 配套齐全
城市家园小区(南康),南康天马山大道文化路45号,3室2厅2卫,112.52㎡,南北,低层(共7层),2010年建造,5671元/㎡,63.8万,文化广场旁 一小五中 带柴间 菜园子 周边配套齐全
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,105㎡,东南,中层(共32层),2020年建造,6191元/㎡,65万,东山新区3室2厅 电梯房 精装修 105平 满二 视野开阔
佳兴锦园,南康蓝田大道天马山大道,4室2厅2卫,125㎡,南北,低层(共12层),2021年建造,10384元/㎡,129.8万,带200平大露台！佳兴锦园 洋房 四房两厅 售129.8万
亚琦东山苑,南康工业大道工业大道,4室2厅2卫,143㎡,南北,低层(共32层),2018年建造,6259元/㎡,89.5万,六小六中  东山苑精装修4房2厅143平 南北通透 诚意出售
南康阳光康城,南康蓝田大道英才路2号,2室2厅1卫,92㎡,南北,高层(共16层),2011年建造,6087元/㎡,56万,捡漏 文化广场康中旁 一小五中  精装电梯大两房
五星公馆,南康天马山大道天马山大道9号,3室2厅2卫,143㎡,南,中层(共11层),2016年建造,8952元/㎡,128万,五星公馆精装修 大三房 大阳台 配套齐全全屋品牌定制拎包入住
中梁南安府,南康南山大道940乡道,4室2厅2卫,128㎡,南北,中层(共13层),2021年建造,10907元/㎡,139.6万,南水精装4室 送车位品牌家具家电 南北通透 小洋房中间楼层
锦绣城,南康蓝田大道学府路,3室2厅2卫,118㎡,南北,低层(共7层),2009年建造,5636元/㎡,66.5万,康中旁 一小五中 文化广场 临江    周边配套齐全
翡翠公馆,南康迎宾中大道工业一路,5室2厅3卫,172㎡,南北,中层(共30层),2021年建造,6919元/㎡,119万,翡翠公馆大平层
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,97㎡,南北,高层(共32层),2016年建造,7526元/㎡,73万,六小六中 佳兴品质    楼层大复式 前后无遮挡
龙祥城南花园,南康天马山大道天马山大道,3室2厅2卫,89㎡,南北,高层(共33层),2016年建造,11079元/㎡,98.6万,龙祥城南花园顶层复式楼89平拓展面积89平98万3室2厅2卫
蓉江首府,南康南山大道新康西大道,3室2厅2卫,100㎡,南,低层(共33层),2020年建造,4900元/㎡,49万,蓉江   三房两厅两卫 好楼层 视野开阔采光好 园林小区
南水国际,南康天马山大道天马山大道,4室2厅2卫,131.49㎡,南北,中层(共7层),2016年建造,7347元/㎡,96.6万,七小九中南水国际 精装正4房2厅南北通透  楼层好
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,90㎡,南,低层(共33层),2020年建造,5667元/㎡,51万,赣南大道凯旋城毛坯三房既买既装修想怎么装就怎么装
天宏银座,南康南山大道南山大道,3室2厅1卫,99㎡,南,高层(共32层),2016年建造,7576元/㎡,75万,四小十一中就在家门口好楼层精装修南水中心地段
迎宾苑,南康广场天街迎宾南大道,4室2厅2卫,138㎡,南北,中层(共33层),2019年建造,3769元/㎡,52万,七小九中迎宾苑四房两厅两卫两房两厅南北通透大阳台
南康阳光康城,南康蓝田大道英才路2号,4室2厅2卫,141㎡,南北,中层(共24层),2013年建造,6305元/㎡,88.9万,南康中学门口阳光康城小区电梯房4房2厅2卫出售
南水国际,南康天马山大道天马山大道,3室2厅2卫,98㎡,南北,低层(共12层),2012年建造,10103元/㎡,99万,体育广场旁 七小九中 百平花园式大晒台 可种花种菜种水果
龙湖佳兴紫云台,南康南山大道天马山大道,4室2厅2卫,126㎡,南北,中层(共11层),2020年建造,8731元/㎡,110万,龙湖紫云台小洋房四房两厅126平仅售115万四小十一中
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,116㎡,南,低层(共24层),2022年建造,8276元/㎡,96万,康中旁一小五中书香华庭毛坯大四房南北通透
翡翠公馆,南康迎宾中大道工业一路,3室2厅2卫,106㎡,南,高层(共32层),2019年建造,5944元/㎡,63万,宝辉洒店旁六中 翡翠公馆毛坯3房2厅急售
南水国际,南康天马山大道天马山大道,4室2厅2卫,126㎡,南北,低层(共6层),2012年建造,7778元/㎡,98万,南水国际洋房四房拎包入住 歺客厅大 户型方正 七小九中
龙祥城南花园,南康天马山大道天马山大道,2室2厅1卫,75㎡,南北,中层(共30层),2016年建造,7734元/㎡,58万,南水体育公园旁 大阳台户型 采光充足 户型宽敞大气 生活便利
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,135㎡,南北,高层(共33层),2016年建造,8652元/㎡,116.8万,六小门口 豪华装修未入住   楼层 前后无遮挡
恒辉大景城,南康迎宾中大道迎宾南大道2号,3室2厅2卫,133.5㎡,南北,高层(共19层),2016年建造,5978元/㎡,79.8万,亏本卖 精装大3房 拎包入住 急售
南水国际,南康天马山大道天马山大道,3室2厅2卫,126.13㎡,南北,高层(共7层),2009年建造,6145元/㎡,77.5万,南水国际 业主急售 中间楼层 三房两厅两卫南北通透 好停车
城发东山之星,南康赣南大道新康东大道,3室2厅1卫,96㎡,东,中层(共26层),2018年建造,7188元/㎡,69万,城发东山之星 商业配套成熟 中间楼层 刚需小三居 出行方便
嘉联芙蓉新城(南康),南康天马山大道天马山大道1115号,4室2厅2卫,138㎡,东,高层(共7层),2014年建造,6232元/㎡,86万,芙蓉新城新装修未入住4房2厅2卫拎包入住  楼层
亿邦凯旋城,南康广场天街复兴大道,4室2厅2卫,125㎡,南,中层(共33层),2020年建造,5912元/㎡,73.9万,赣南大道凯旋城小区毛坯四房既买既装修
南水国际,南康天马山大道天马山大道,3室2厅2卫,125㎡,南北,高层(共7层),2012年建造,5760元/㎡,72万,捡漏  七小九中旁 南北通透双阳台大三房    楼层
佳兴公园,南康蓝田大道南山大道,3室2厅2卫,117㎡,南北,中层(共17层),2021年建造,8120元/㎡,95万,佳兴公园三房两厅117平房东诚意出售95万七小九中
恒辉大景城,南康迎宾中大道迎宾南大道2号,3室2厅2卫,136㎡,南北,高层(共26层),2015年建造,5589元/㎡,76万,恒辉大景城 精装大3房 电梯好楼层 保养好  业主诚意出售
亚琦城市壹号,南康工业大道工业大道162号,4室2厅2卫,112㎡,南北,中层(共33层),2005年建造,4992元/㎡,55.9万,城市壹号 电梯房四房两厅两卫 双阳台 好停车 物业费低采光好
迎宾苑,南康广场天街迎宾南大道,5室2厅2卫,138㎡,南北,低层(共33层),2018年建造,3537元/㎡,48.8万,七小九中 迎宾苑五房 小区有免费地下停车场 带80平米晒台
亚琦城市广场,南康天马山大道幸福路,4室2厅2卫,144㎡,南,低层(共7层),2013年建造,5973元/㎡,86万,文化广场一小五中城市广场毛坯大四房南北通透
南康阳光康城,南康蓝田大道英才路2号,4室2厅2卫,148㎡,南北,中层(共14层),2011年建造,7014元/㎡,103.8万,阳光康城一小五中南康中学附近四房两厅房东急售103.8万
美的爱康公园天下,南康工业大道赣南大道,3室2厅1卫,89㎡,南北,高层(共32层),2022年建造,6607元/㎡,58.8万,美的筑建公园安家景区生活从此开始
龙祥城南花园,南康天马山大道天马山大道,4室2厅2卫,160㎡,南北,中层(共32层),2019年建造,7438元/㎡,119万,碧桂园旁城南花园 豪华装修复式楼四房，人车分流小区
南水国际,南康天马山大道天马山大道,4室2厅2卫,133㎡,东南,中层(共7层),2018年建造,7219元/㎡,96万,体育公园旁 园林小区 南水国际小洋房 四房二厅 南北通透
恒辉大景城,南康迎宾中大道迎宾南大道2号,3室2厅2卫,133.8㎡,南,高层(共18层),2015年建造,5965元/㎡,79.8万,79.8万一口价大三房 精装修 南北通透户型方正 配套齐全
龙祥城南花园,南康天马山大道天马山大道,4室2厅3卫,156㎡,南,中层(共32层),2016年建造,8129元/㎡,126.8万,城城南花园有证复式楼精装修拎包入住房东急售
翡翠公馆,南康迎宾中大道工业一路,5室2厅3卫,178㎡,南北,中层(共32层),2019年建造,6686元/㎡,119万,翡翠公馆亏本卖 180平大五房 南北通透双阳台毛胚 119万
城市商业中心,南康南水大道南水大道,3室2厅2卫,116㎡,南,高层(共30层),2018年建造,8018元/㎡,93万,南水中心地段三小五中三房两厅两卫毛胚精装修未入住商业好
翡翠公馆,南康迎宾中大道工业一路,4室2厅2卫,134㎡,南北,低层(共30层),2020年建造,7165元/㎡,96万,翡翠公馆花园小区毛坯
蓝田花园,南康蓝田大道芙蓉大道52-30号,4室2厅2卫,138㎡,南,中层(共7层),2006年建造,6290元/㎡,86.8万,蓝田花园 江景房 四房两厅两卫 南北通透 视野开阔采光好
城发东顺园,南康赣南大道赣南大道,2室2厅1卫,65㎡,南北,高层(共23层),2015年建造,6462元/㎡,42万,东顺园 有证两房两厅一卫 带装修 全明通透 好停车 交通便利
亿邦凯旋城,南康广场天街复兴大道,4室2厅2卫,122㎡,东南,低层(共32层),2020年建造,6394元/㎡,78万,东山新区赣南大道旁 凯旋城121平 精装4室 电梯房边套满二
佳兴花园城,南康天马山大道南水大道1号,2室2厅1卫,84㎡,南,高层(共33层),2016年建造,8453元/㎡,71万,佳兴花园城四小十一中二房二厅86平契税满五急售71万
佳兴云府,南康天马山大道南水大道,4室2厅2卫,132㎡,南北,中层(共33层),2018年建造,11743元/㎡,155万,边套 产证面积132 江景房 小区人车分流 户型方正南北通透
佳兴花园城,南康天马山大道南水大道1号,5室2厅0卫,140㎡,南北,中层(共33层),2016年建造,10643元/㎡,149万,佳兴花园城四小十一中140平五房二厅契税满五只售149万
翡翠公馆,南康迎宾中大道工业一路,5室2厅3卫,172㎡,南,高层(共32层),2020年建造,7849元/㎡,135万,六小旁，急售，翡翠公馆豪华装修五房，人车分流，交通便利
中梁南山院,南康广场天街南山大道,4室2厅2卫,125㎡,南北,高层(共34层),2021年建造,10240元/㎡,128万,中梁南山院小区南康四小十一中旁
碧桂园正荣天麓(公寓住宅),南康天马山大道天马山大道,4室2厅2卫,143㎡,南北,低层(共17层),2019年建造,7693元/㎡,110万,花园小区 精装大4房 户型方正 采光充足 视野开阔
鑫安佳苑,南康广场天街泰康东大道53号,3室2厅2卫,112㎡,南,低层(共12层),2018年建造,5590元/㎡,62.6万,东山新区 鑫安佳苑 正南朝向 商业配套成熟 交通便利带电梯
南水国际,南康天马山大道天马山大道,4室2厅2卫,135㎡,南北,中层(共7层),2013年建造,6889元/㎡,93万,七小九中南水国际洋房正四房二厅两卫拎包入住三阳台 采光好
城市家园小区(南康),南康天马山大道文化路45号,3室2厅2卫,112.52㎡,南,低层(共7层),2010年建造,5671元/㎡,63.8万,一小康中 文化广场旁 南北通透带一个柴间 精装三房
美的爱康公园天下,南康工业大道赣南大道,4室2厅2卫,120㎡,南,低层(共33层),2019年建造,8000元/㎡,96万,家居小镇 美的公园天下精装四房两厅急售
城市商业中心,南康南水大道南水大道,3室2厅2卫,106㎡,南,高层(共32层),2015年建造,9133元/㎡,96.8万,业主急售  城市商业中心  精装修三房，三小五中
城发滨江苑,南康迎宾中大道滨江大道,4室2厅2卫,141㎡,南,中层(共33层),2022年建造,4610元/㎡,65万,金融中心城发滨江苑毛坯四房南北通透江景房
亿邦凯旋城,南康广场天街复兴大道,4室2厅2卫,121㎡,南,低层(共33层),2020年建造,7422元/㎡,89.8万,凯旋城 精装四房两厅两卫 南北通透双阳台 采光通风俱佳
佳兴锦园,南康蓝田大道天马山大道,3室2厅2卫,121㎡,南,中层(共32层),2021年建造,8000元/㎡,96.8万,佳兴锦园 毛坯 大三房二厅 朝南户型 售96.8万
亿邦凯旋城,南康广场天街复兴大道,4室2厅2卫,128㎡,南,中层(共31层),2018年建造,5461元/㎡,69.9万,凯旋城正四房性价比  毛坯  即装修  捡漏价
翡翠公馆,南康迎宾中大道工业一路,5室2厅3卫,178㎡,南北,中层(共32层),2019年建造,6686元/㎡,119万,原价126.8万的大平层现在只要119.8万翡翠公馆5房2厅
书香华庭,"南康蓝田大道南水大道,近坪岭路",4室2厅2卫,146㎡,南,高层(共33层),2020年建造,8151元/㎡,119万,南康中学旁 书香华庭 商业配套齐全 电梯房边套  次新小区
文峰城,南康迎宾中大道工业四路,4室2厅2卫,125㎡,南北,中层(共32层),2019年建造,7504元/㎡,93.8万,六小旁 文峰城精装修南北通透4房2厅 房东诚意出售
城发东山之冠,南康迎宾中大道滨江大道,5室2厅4卫,200㎡,南北,高层(共16层),2019年建造,8450元/㎡,169万,东山之冠大平层 南北通透双阳台 五房两厅四卫 江景房 好楼层
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,90㎡,南北,高层(共32层),2016年建造,7667元/㎡,69万,凯旋城 三房两厅两卫 精装修未入住 税满二 好停车 采光好
嘉联芙蓉新城(南康),南康天马山大道天马山大道1115号,3室2厅2卫,123㎡,南,中层(共7层),2010年建造,6488元/㎡,79.8万,嘉联芙蓉新城(南康)3室2厅2卫123.0平
锦绣城,南康蓝田大道学府路,3室2厅2卫,128.8㎡,南北,低层(共7层),2008年建造,5823元/㎡,75万,锦绣城毛坯三房两厅两卫南北通透双阳台 好停车 户型方正公摊小
迎宾苑,南康广场天街迎宾南大道,3室2厅2卫,112㎡,南北,高层(共33层),2021年建造,3483元/㎡,39万,七小九中旁 迎宾苑小区 毛坯三房 带电梯 好停车 性价比高
五星公馆,南康天马山大道天马山大道9号,4室2厅2卫,132.43㎡,南,低层(共11层),2014年建造,10270元/㎡,136万,五星公馆四房两厅两卫 精装修带家电家具 配套齐全 一小五中
龙祥城南花园,南康天马山大道天马山大道,4室2厅2卫,160㎡,南北,中层(共28层),2016年建造,7925元/㎡,126.8万,复式楼！城南花园 精装修 未入住 四房两厅 126.8万！
佳兴花园城,南康天马山大道南水大道1号,4室2厅2卫,126.09㎡,南,低层(共33层),2015年建造,10215元/㎡,128.8万,花园城满五   南北通透四房两厅两卫 全明户型 人车分流
南康阳光康城,南康蓝田大道英才路2号,4室2厅2卫,148㎡,南,中层(共16层),2013年建造,7014元/㎡,103.8万,阳光康城精装修 四房两厅两卫 南北通透户型方正 一小五中康中
佳兴文峰花园,南康迎宾中大道文峰路,4室2厅2卫,101㎡,南,高层(共33层),2019年建造,9585元/㎡,96.8万,佳兴文峰花园 复式四房两厅两卫 豪华装修 好楼层 园林小区
红星中央广场,南康广场天街赣南大道,3室2厅2卫,96㎡,南,低层(共33层),2021年建造,6875元/㎡,66万,家居小镇十二小 红星中央广场毛坯3房2厅急售
亿邦凯旋城,南康广场天街复兴大道,4室2厅2卫,125㎡,南北,中层(共33层),2017年建造,5680元/㎡,71万,凯旋城 四房两厅两卫 好楼层 采光通风好 中间楼栋 好停车
亿邦凯旋城,南康广场天街复兴大道,3室2厅2卫,91.6㎡,南,高层(共32层),2018年建造,7424元/㎡,68万,赣南大道 家具城八小旁 凯旋城 精装修 未入住三房 拎包入住
城发东顺园,南康赣南大道赣南大道,3室2厅2卫,122.74㎡,东,高层(共26层),2016年建造,6355元/㎡,78万,城发东顺园 楼龄新 购物方便 高楼层采光充足 70年产权
